Id,carat,cut,color,clarity,depth,table,price,x,y,z
29896,0.4,Very Good,F,SI1,62.0,56.0,737,4.72,4.77,2.94
29897,1.13,Good,F,SI2,56.5,62.0,4998,6.93,6.88,3.9
29898,0.9,Premium,H,SI1,60.7,59.0,3730,6.26,6.19,3.78
29899,1.05,Very Good,G,VS2,63.0,57.0,5987,6.48,6.51,4.09
29900,0.62,Premium,G,SI1,62.6,60.0,1552,5.42,5.38,3.38
29901,0.23,Very Good,E,VVS2,63.3,56.0,680,3.92,3.88,2.47
29902,0.37,Premium,D,SI1,62.2,58.0,874,4.62,4.58,2.86
29903,0.91,Very Good,F,SI1,63.3,60.0,3195,6.1,6.06,3.85
29904,0.51,Ideal,D,VS1,62.5,57.0,1779,5.08,5.13,3.19
29905,0.43,Very Good,F,VS2,61.0,57.0,905,4.84,4.87,2.96
29906,0.41,Ideal,E,VS2,61.8,57.0,935,4.76,4.78,2.95
29907,0.23,Good,E,VVS1,62.8,62.0,462,3.9,3.93,2.46
29908,0.7,Premium,F,VS2,61.7,58.0,2838,5.69,5.63,3.49
29909,1.01,Good,E,VVS2,63.3,58.0,8752,6.31,6.39,4.02
29910,1.54,Ideal,I,SI2,60.3,59.0,8092,7.43,7.46,4.49
29911,0.81,Very Good,G,VS1,62.6,55.0,3544,5.92,5.97,3.72
29912,0.9,Good,I,VVS1,63.9,63.0,3741,6.04,6.07,3.87
29913,0.51,Premium,F,VS1,62.2,58.0,1749,5.14,5.12,3.19
29914,0.59,Premium,F,SI1,62.4,59.0,1561,5.37,5.33,3.34
29915,0.31,Ideal,H,VVS2,61.2,56.0,596,4.34,4.37,2.66
29916,0.55,Ideal,J,SI1,60.9,57.0,1100,5.24,5.3,3.21
29917,2.21,Premium,H,SI2,62.9,60.0,13369,8.27,8.23,5.19
29918,0.27,Very Good,G,VVS2,62.4,56.0,504,4.13,4.16,2.58
29919,0.52,Ideal,E,VS2,61.1,57.0,1815,5.2,5.18,3.17
29920,0.25,Very Good,D,VS1,60.0,63.0,388,4.05,4.08,2.44
29921,0.91,Premium,F,SI1,62.7,59.0,3644,6.23,6.18,3.89
29922,0.52,Premium,E,VS2,60.6,58.0,1622,5.23,5.2,3.16
29923,0.74,Premium,G,VVS1,61.2,59.0,3145,5.84,5.79,3.56
29924,2.07,Ideal,H,SI2,63.5,53.0,18198,8.12,8.09,5.14
29925,1.0,Premium,F,VVS2,60.6,54.0,8924,6.56,6.52,3.96
29926,0.9,Fair,D,SI1,64.5,61.0,3689,6.05,6.01,3.89
29927,1.21,Very Good,E,SI1,62.2,60.0,7703,6.78,6.76,4.21
29928,0.4,Good,J,VS1,63.4,58.0,631,4.61,4.64,2.93
29929,0.9,Very Good,E,SI1,63.1,60.0,4092,6.18,6.14,3.89
29930,0.44,Premium,I,VVS2,61.5,57.0,1063,4.92,4.87,3.01
29931,0.34,Ideal,G,VS2,62.1,55.0,596,4.46,4.49,2.78
29932,0.35,Ideal,F,VS1,60.9,56.0,839,4.52,4.56,2.77
29933,0.7,Ideal,E,SI2,62.1,56.0,2453,5.65,5.68,3.52
29934,1.51,Ideal,H,VS1,62.6,56.0,11686,7.32,7.28,4.57
29935,2.0,Premium,H,SI1,61.7,58.0,11200,7.82,7.77,4.81
29936,0.46,Good,G,VS1,59.5,61.4,1179,4.95,5.0,2.96
29937,0.53,Ideal,H,VS2,61.4,55.4,1417,5.19,5.24,3.2
29938,0.42,Premium,F,VS1,61.2,58.0,1031,4.82,4.86,2.96
29939,0.5,Very Good,E,SI1,63.4,55.0,1289,5.02,5.1,3.21
29940,0.91,Ideal,E,SI1,61.0,57.0,4392,6.2,6.26,3.8
29941,2.03,Very Good,I,SI2,62.8,60.0,13063,7.99,8.05,5.04
29942,0.73,Fair,I,I1,66.1,58.0,1175,5.63,5.5,3.68
29943,1.0,Fair,G,SI1,43.0,59.0,3634,6.32,6.27,3.97
29944,0.33,Ideal,D,SI2,62.4,56.0,492,4.41,4.44,2.76
29945,0.33,Ideal,D,VS1,61.0,56.0,978,4.49,4.52,2.75
29946,0.43,Very Good,E,SI2,61.8,60.0,688,4.83,4.85,2.99
29947,0.3,Ideal,G,IF,62.4,55.0,863,4.32,4.34,2.7
29948,0.3,Ideal,H,VS1,62.2,54.0,539,4.29,4.33,2.68
29949,0.25,Good,E,VVS2,64.9,58.0,476,3.95,3.97,2.57
29950,0.9,Very Good,F,SI2,63.1,56.0,3457,6.18,6.12,3.88
29951,0.33,Very Good,G,VVS1,62.8,59.0,868,4.38,4.44,2.77
29952,0.5,Ideal,D,SI2,61.6,57.0,1332,5.13,5.1,3.15
29953,0.41,Premium,I,VVS1,62.0,56.0,1107,4.77,4.75,2.95
29954,1.73,Premium,J,SI1,60.7,58.0,9105,7.73,7.78,4.71
29955,0.36,Premium,J,SI1,61.3,60.0,541,4.59,4.52,2.79
29956,1.07,Very Good,G,VVS2,61.6,57.0,7457,6.55,6.59,4.05
29957,2.04,Very Good,I,SI2,60.9,57.0,14527,8.14,8.19,4.97
29958,1.01,Ideal,G,VS2,61.0,56.0,6734,6.47,6.51,3.96
29959,0.71,Very Good,H,SI1,63.5,57.0,2207,5.67,5.64,3.59
29960,1.03,Ideal,E,SI2,61.6,56.0,4199,6.5,6.45,3.99
29961,0.28,Very Good,D,VS1,61.7,58.0,487,4.19,4.24,2.6
29962,0.6,Very Good,F,VS2,59.5,57.8,1940,5.48,5.56,3.28
29963,0.31,Very Good,D,SI1,63.5,55.0,732,4.3,4.27,2.72
29964,0.31,Very Good,H,SI1,61.1,55.0,446,4.35,4.39,2.67
29965,1.31,Premium,I,VS2,61.9,59.0,6323,7.02,6.98,4.33
29966,0.44,Ideal,E,SI1,62.6,56.0,1040,4.9,4.84,3.05
29967,2.03,Ideal,J,VS2,60.5,57.0,14083,8.26,8.2,4.98
29968,0.9,Premium,E,SI2,61.7,58.0,3830,6.18,6.11,3.79
29969,1.19,Very Good,G,VVS2,61.8,59.0,8689,6.75,6.77,4.18
29970,0.5,Premium,D,VS2,61.2,60.0,1752,5.08,5.12,3.12
29971,0.55,Ideal,F,VVS2,61.5,57.0,2294,5.24,5.27,3.23
29972,0.37,Premium,F,SI1,62.3,59.0,791,4.61,4.57,2.86
29973,1.0,Premium,D,SI1,59.5,60.0,5488,6.49,6.42,3.84
29974,1.01,Fair,E,SI2,64.6,59.0,3294,6.22,6.18,4.01
29975,1.29,Ideal,G,VS2,61.3,57.0,9243,6.99,7.07,4.31
29976,0.71,Very Good,E,VS1,63.7,58.0,3009,5.63,5.68,3.6
29977,0.36,Premium,G,IF,62.5,60.0,1148,4.53,4.49,2.82
29978,1.22,Premium,F,VS2,62.0,58.0,8576,6.86,6.89,4.26
29979,0.31,Ideal,D,VS2,62.5,56.0,942,4.32,4.29,2.69
29980,0.36,Very Good,G,SI1,61.8,60.0,537,4.53,4.57,2.81
29981,0.75,Ideal,H,SI1,60.4,57.0,2801,5.93,5.96,3.59
29982,0.92,Ideal,I,VS1,62.3,55.0,4587,6.24,6.28,3.9
29983,1.0,Ideal,E,VS2,62.1,56.0,6720,6.42,6.39,3.98
29984,0.37,Good,I,VS2,64.0,56.0,473,4.58,4.45,2.89
29985,0.74,Good,E,VS1,63.1,58.0,2824,5.73,5.75,3.62
29986,0.3,Ideal,H,IF,62.1,55.0,789,4.27,4.3,2.66
29987,0.38,Ideal,D,VVS2,61.4,57.0,1070,4.66,4.72,2.88
29988,0.73,Ideal,G,SI1,61.9,55.0,3089,5.76,5.8,3.58
29989,0.52,Ideal,H,VS1,61.1,57.0,1648,5.17,5.22,3.17
29990,1.51,Ideal,I,SI1,61.8,56.0,10232,7.37,7.34,4.55
29991,1.32,Premium,J,VS2,60.4,58.0,5800,7.11,7.14,4.3
29992,0.3,Ideal,G,VVS1,61.7,54.0,764,4.32,4.34,2.67
29993,0.31,Very Good,H,SI1,59.0,57.0,446,4.4,4.44,2.61
29994,1.01,Premium,H,VS2,62.3,58.0,4412,6.45,6.36,3.99
29995,0.41,Ideal,D,SI2,62.6,55.0,683,4.76,4.8,2.99
29996,0.56,Ideal,F,VVS2,62.3,54.0,2281,5.29,5.34,3.31
29997,0.93,Very Good,G,SI2,60.8,62.0,3644,6.29,6.34,3.84
29998,0.3,Ideal,D,SI1,61.9,57.0,524,4.28,4.32,2.66
29999,0.4,Very Good,F,SI1,62.1,60.0,756,4.66,4.7,2.91
30000,0.59,Ideal,D,SI1,61.7,56.0,1671,5.39,5.43,3.34
30001,0.9,Very Good,D,SI1,61.2,60.0,4381,6.14,6.19,3.77
30002,1.5,Premium,H,VS1,62.1,59.0,11189,7.31,7.27,4.53
30003,0.64,Good,G,VS2,64.1,55.3,1906,5.43,5.45,3.49
30004,0.42,Premium,E,VS1,62.2,59.0,1181,4.79,4.76,2.97
30005,1.01,Very Good,E,VS1,62.1,58.0,6997,6.39,6.45,3.99
30006,1.06,Premium,E,SI2,60.5,60.0,4737,6.67,6.61,4.02
30007,2.01,Very Good,H,SI2,62.9,55.0,14426,8.03,8.09,5.07
30008,0.75,Ideal,F,VVS1,60.6,57.0,5288,5.88,5.94,3.59
30009,1.52,Ideal,I,SI1,61.2,55.4,9067,7.38,7.45,4.54
30010,0.41,Premium,E,VVS2,61.8,59.0,1243,4.78,4.74,2.94
30011,1.5,Good,D,SI1,63.1,57.0,11756,7.24,7.31,4.59
30012,0.7,Very Good,G,VS1,62.3,58.0,2631,5.63,5.67,3.52
30013,0.31,Premium,I,VVS2,61.7,58.0,544,4.38,4.4,2.71
30014,0.31,Ideal,H,VVS1,62.2,56.0,707,4.34,4.37,2.71
30015,0.41,Good,E,VS1,63.9,53.0,1166,4.75,4.7,3.02
30016,1.0,Good,H,SI2,57.9,62.0,4592,6.53,6.49,3.77
30017,0.3,Ideal,E,VVS2,61.3,54.0,837,4.34,4.37,2.67
30018,0.3,Ideal,F,VS2,61.8,56.0,605,4.3,4.31,2.66
30019,0.54,Ideal,I,VVS2,61.7,54.0,1346,5.25,5.29,3.25
30020,0.65,Ideal,F,VS1,62.2,57.0,2340,5.6,5.53,3.46
30021,0.3,Very Good,D,SI2,63.4,56.0,574,4.29,4.26,2.71
30022,0.41,Ideal,G,VS2,62.2,57.0,827,4.71,4.74,2.94
30023,0.31,Premium,I,SI1,62.8,60.0,537,4.31,4.29,2.7
30024,0.93,Very Good,G,SI1,61.7,56.0,4513,6.22,6.26,3.85
30025,1.5,Good,E,SI1,58.9,61.0,11179,7.43,7.5,4.4
30026,0.51,Good,F,VS2,63.7,56.0,1574,5.05,5.03,3.21
30027,0.4,Very Good,E,SI1,61.3,61.0,737,4.73,4.76,2.91
30028,0.7,Very Good,D,SI1,64.0,53.0,2242,5.57,5.61,3.58
30029,0.48,Good,D,VS1,59.3,58.0,1743,5.09,5.13,3.03
30030,1.05,Ideal,G,VS2,61.6,56.0,6837,6.52,6.56,4.03
30031,1.51,Premium,E,SI1,62.4,59.0,12319,7.33,7.29,4.56
30032,1.05,Very Good,F,VS2,62.8,57.0,6808,6.45,6.48,4.06
30033,0.31,Premium,D,SI2,60.1,58.0,462,4.38,4.4,2.64
30034,0.8,Good,E,SI2,63.7,54.0,2829,5.91,5.87,3.75
30035,1.06,Premium,E,SI2,61.7,62.0,4654,6.54,6.5,4.02
30036,0.51,Premium,E,VS2,62.5,59.0,1656,5.06,5.11,3.18
30037,0.52,Premium,F,VS2,61.4,62.0,1605,5.19,5.16,3.18
30038,1.02,Ideal,E,SI2,61.6,55.0,4912,6.52,6.46,4.0
30039,0.78,Ideal,I,VVS2,62.4,56.0,3267,5.87,5.9,3.67
30040,1.52,Ideal,F,SI1,62.2,56.0,12183,7.41,7.31,4.58
30041,0.3,Ideal,F,VVS1,62.1,55.0,802,4.31,4.35,2.69
30042,1.51,Premium,I,SI1,62.6,60.0,8794,7.34,7.27,4.57
30043,0.52,Ideal,D,SI1,60.0,56.0,1600,5.19,5.24,3.13
30044,0.31,Ideal,I,VS1,62.4,53.0,507,4.33,4.36,2.71
30045,0.37,Premium,H,VVS2,61.3,58.0,746,4.6,4.63,2.83
30046,0.9,Ideal,J,SI1,62.7,56.0,3445,6.21,6.16,3.88
30047,0.51,Good,E,VS2,57.6,62.0,1812,5.33,5.3,3.06
30048,1.23,Ideal,F,VS2,61.7,57.0,9547,6.94,6.9,4.27
30049,0.79,Very Good,F,SI1,62.8,55.0,2633,5.88,5.94,3.71
30050,0.98,Very Good,H,SI2,62.2,60.0,4479,6.31,6.36,3.94
30051,0.56,Ideal,G,VS2,61.2,56.0,1580,5.29,5.33,3.25
30052,0.71,Very Good,D,VS2,62.4,59.0,3217,5.68,5.73,3.56
30053,0.52,Ideal,F,VS1,61.6,56.0,1872,5.2,5.16,3.18
30054,0.39,Very Good,G,VS1,61.7,62.0,741,4.65,4.69,2.88
30055,0.35,Ideal,E,VS1,61.5,57.0,921,4.55,4.52,2.79
30056,2.09,Very Good,I,SI2,63.0,57.0,14704,8.09,8.13,5.11
30057,0.61,Ideal,H,VVS2,60.2,57.0,1911,5.53,5.47,3.31
30058,1.51,Very Good,E,SI2,63.4,59.0,9513,7.26,7.19,4.58
30059,0.7,Very Good,F,SI1,61.3,58.0,2312,5.7,5.72,3.5
30060,0.23,Good,G,VVS2,63.8,56.0,428,3.94,3.9,2.5
30061,0.55,Good,E,SI1,63.1,58.0,1406,5.2,5.23,3.29
30062,0.57,Ideal,D,SI1,61.0,57.0,1754,5.31,5.34,3.25
30063,0.81,Ideal,J,VS1,62.3,57.0,2626,5.93,5.98,3.71
30064,1.51,Very Good,H,SI1,61.7,61.0,9218,7.3,7.35,4.52
30065,1.0,Fair,E,SI1,65.1,61.0,4435,6.15,6.08,3.98
30066,2.05,Premium,J,VS2,62.3,60.0,13667,8.15,8.09,5.06
30067,1.51,Ideal,H,SI1,62.7,56.0,9694,7.32,7.38,4.61
30068,0.7,Good,D,VS1,57.8,60.0,3239,5.85,5.87,3.39
30069,0.35,Ideal,F,VS1,62.4,55.0,853,4.52,4.49,2.81
30070,0.4,Very Good,F,SI1,61.7,62.0,717,4.71,4.76,2.92
30071,0.31,Ideal,G,VS2,62.4,54.0,698,4.39,4.36,2.73
30072,1.51,Very Good,E,SI1,62.9,62.0,9474,7.21,7.31,4.57
30073,1.32,Ideal,G,VS2,61.1,57.0,9580,7.13,7.07,4.34
30074,2.07,Fair,D,SI2,64.5,60.0,13016,7.99,7.88,5.12
30075,0.51,Premium,J,SI1,61.7,56.0,956,5.17,5.14,3.18
30076,0.56,Ideal,H,VVS1,62.3,55.0,1882,5.3,5.26,3.29
30077,1.53,Ideal,E,SI1,61.2,58.0,13324,7.39,7.44,4.54
30078,2.14,Good,I,SI2,63.8,57.0,14452,8.17,8.14,5.2
30079,1.13,Very Good,J,VS2,62.0,59.0,4206,6.62,6.66,4.12
30080,0.52,Ideal,E,SI1,61.6,55.0,1555,5.16,5.19,3.19
30081,0.31,Good,G,VS2,63.2,58.0,507,4.28,4.3,2.71
30082,0.63,Very Good,G,VS1,63.1,58.0,2157,5.42,5.46,3.43
30083,0.76,Very Good,G,SI1,62.6,56.0,2652,5.86,5.9,3.68
30084,0.4,Ideal,G,VVS2,62.4,56.0,1050,4.68,4.64,2.91
30085,1.06,Premium,G,SI1,59.6,58.0,4903,6.73,6.67,3.99
30086,0.73,Ideal,J,VVS2,61.2,56.0,2482,5.81,5.85,3.57
30087,0.91,Good,I,SI2,57.9,60.0,3061,6.46,6.39,3.72
30088,0.65,Ideal,G,VVS1,61.9,56.0,3248,5.56,5.59,3.45
30089,0.33,Very Good,G,VS2,60.6,61.0,579,4.46,4.49,2.71
30090,0.3,Ideal,D,SI1,62.5,57.0,552,4.29,4.32,2.69
30091,0.31,Ideal,H,VS2,61.5,56.0,507,4.38,4.4,2.7
30092,1.0,Ideal,D,SI1,62.8,55.0,5639,6.3,6.38,3.98
30093,0.41,Premium,G,SI1,61.4,60.0,719,4.75,4.82,2.94
30094,1.06,Ideal,H,VS2,62.4,57.0,4416,6.54,6.48,4.06
30095,1.24,Premium,I,VS2,61.2,58.0,4858,6.94,6.89,4.23
30096,0.92,Very Good,J,SI2,58.7,61.0,2880,6.34,6.43,3.75
30097,0.31,Ideal,E,VS2,61.5,56.0,872,4.37,4.34,2.68
30098,0.7,Very Good,E,VS2,62.6,60.0,2765,5.62,5.65,3.53
30099,0.37,Premium,J,VS2,60.7,60.0,454,4.65,4.68,2.83
30100,0.75,Ideal,F,SI1,62.3,57.0,2744,5.82,5.77,3.61
30101,0.9,Very Good,F,VS2,62.7,62.0,4124,6.11,6.17,3.85
30102,0.56,Premium,G,SI1,60.2,59.0,1441,5.36,5.34,3.22
30103,0.38,Very Good,G,SI1,62.1,54.0,755,4.64,4.67,2.9
30104,0.38,Very Good,F,VS2,61.9,59.0,800,4.61,4.66,2.87
30105,1.04,Premium,I,SI2,61.3,59.0,4141,6.5,6.46,3.97
30106,0.32,Ideal,F,VS1,61.7,56.0,716,4.39,4.42,2.72
30107,2.15,Premium,H,I1,62.9,57.0,6357,8.25,8.2,5.18
30108,2.11,Premium,H,SI2,61.0,58.0,13233,8.31,8.27,5.06
30109,0.33,Premium,G,VS1,60.1,61.0,854,4.48,4.44,2.68
30110,1.01,Good,D,SI1,63.9,62.0,5147,6.31,6.25,4.01
30111,0.3,Premium,E,SI1,62.5,59.0,526,4.28,4.3,2.68
30112,0.33,Ideal,D,SI1,62.4,54.0,608,4.41,4.44,2.76
30113,1.17,Ideal,H,SI1,62.1,54.0,5751,6.83,6.77,4.22
30114,0.76,Ideal,E,SI1,61.2,56.0,3401,5.88,5.91,3.61
30115,0.57,Ideal,G,VS1,62.2,54.0,1837,5.31,5.33,3.31
30116,1.5,Very Good,I,SI2,62.7,57.0,7392,7.28,7.35,4.59
30117,0.7,Very Good,E,SI1,63.2,61.0,2164,5.61,5.49,3.51
30118,1.16,Very Good,H,VS2,63.0,57.0,5537,6.64,6.66,4.19
30119,0.32,Very Good,E,SI1,62.3,55.0,584,4.36,4.38,2.72
30120,1.0,Very Good,E,SI1,63.0,54.0,7145,6.36,6.4,4.02
30121,0.8,Ideal,F,VS1,62.2,56.0,4362,5.93,5.96,3.7
30122,1.01,Very Good,H,VS2,62.2,56.0,4821,6.35,6.44,3.98
30123,1.22,Ideal,I,VS1,62.6,57.0,6887,6.8,6.76,4.24
30124,0.3,Ideal,E,VS1,60.8,57.0,710,4.33,4.36,2.64
30125,1.51,Ideal,I,SI1,61.2,60.0,8396,7.39,7.37,4.52
30126,0.34,Very Good,E,SI1,63.0,55.0,596,4.42,4.47,2.8
30127,0.3,Good,H,SI1,63.4,58.0,421,4.21,4.24,2.68
30128,1.0,Premium,H,VS2,60.7,60.0,4930,6.55,6.49,3.96
30129,1.7,Premium,H,VS2,62.4,59.0,14058,7.63,7.54,4.73
30130,1.51,Very Good,H,VS2,60.9,54.0,11077,7.38,7.41,4.5
30131,0.56,Ideal,H,VVS1,61.7,55.0,1941,5.3,5.33,3.28
30132,0.46,Ideal,G,SI2,62.2,53.0,864,4.95,4.98,3.09
30133,0.55,Ideal,F,VS1,62.0,55.0,1881,5.26,5.29,3.27
30134,0.7,Ideal,F,VS1,61.0,55.0,2874,5.77,5.73,3.51
30135,1.52,Ideal,G,VS1,59.7,57.0,13903,7.5,7.48,4.47
30136,0.31,Ideal,H,VVS2,62.6,56.0,802,4.37,4.32,2.72
30137,1.52,Premium,F,SI1,62.6,59.0,11637,7.27,7.36,4.58
30138,0.57,Ideal,D,VS2,61.8,57.0,1955,5.29,5.32,3.28
30139,0.71,Ideal,D,SI2,61.5,56.2,2564,5.73,5.75,3.53
30140,0.51,Very Good,H,VS2,61.4,55.8,1436,5.14,5.19,3.17
30141,1.5,Good,E,SI2,61.5,65.0,6300,7.21,7.17,4.42
30142,1.18,Ideal,H,VS1,64.9,58.0,7216,6.57,6.53,4.25
30143,1.51,Very Good,I,VS1,61.8,63.0,9467,7.28,7.34,4.52
30144,1.51,Premium,G,VS1,60.1,58.0,14507,7.48,7.45,4.49
30145,1.1,Ideal,G,VS1,61.3,57.0,7550,6.59,6.66,4.06
30146,0.3,Ideal,E,IF,61.3,58.0,957,4.28,4.33,2.64
30147,0.3,Ideal,H,VVS2,60.8,58.0,590,4.33,4.38,2.65
30148,2.09,Premium,H,SI1,60.5,61.0,12063,8.32,8.25,5.01
30149,1.0,Good,E,VVS2,63.5,55.0,8750,6.31,6.36,4.02
30150,1.16,Ideal,G,VS2,62.3,57.0,7074,6.66,6.72,4.17
30151,0.36,Premium,E,VS2,62.5,58.0,878,4.57,4.52,2.84
30152,1.11,Very Good,H,SI1,61.9,58.0,5780,6.63,6.65,4.11
30153,1.72,Premium,H,VS2,61.3,59.0,13486,7.69,7.72,4.72
30154,0.38,Premium,F,VS1,60.2,58.0,1117,4.73,4.71,2.84
30155,1.01,Very Good,F,VS2,61.6,57.0,6773,6.39,6.46,3.96
30156,0.4,Ideal,E,SI2,61.3,56.0,629,4.75,4.78,2.92
30157,0.72,Ideal,F,VVS1,60.8,56.0,5051,5.83,5.81,3.54
30158,1.31,Ideal,I,VS1,64.3,59.0,6573,6.87,6.84,4.41
30159,0.32,Ideal,D,VS2,62.1,54.0,758,4.4,4.46,2.75
30160,0.81,Very Good,G,VS2,63.1,58.0,2994,5.88,5.84,3.7
30161,0.32,Ideal,D,SI1,59.3,55.0,589,4.51,4.53,2.68
30162,0.3,Premium,E,SI2,61.9,58.0,540,4.31,4.28,2.66
30163,1.07,Very Good,F,VS1,62.0,58.0,7118,6.57,6.59,4.08
30164,1.06,Premium,D,SI2,62.5,56.0,5393,6.61,6.47,4.09
30165,0.32,Ideal,I,VS2,63.0,56.0,576,4.42,4.38,2.77
30166,0.39,Very Good,E,VVS2,62.2,55.0,962,4.66,4.7,2.91
30167,0.43,Very Good,E,SI2,59.0,60.0,765,4.9,4.96,2.91
30168,1.05,Premium,G,SI2,61.7,56.0,4116,6.57,6.53,4.04
30169,1.0,Premium,F,SI1,60.6,62.0,5410,6.43,6.4,3.89
30170,0.41,Ideal,I,VS2,62.0,57.0,742,4.74,4.77,2.95
30171,0.52,Ideal,E,VS2,62.4,57.0,1621,5.12,5.14,3.2
30172,0.3,Premium,E,VS2,62.5,58.0,658,4.26,4.31,2.68
30173,0.57,Ideal,E,SI2,58.8,57.0,1357,5.49,5.46,3.22
30174,0.35,Premium,H,SI1,62.4,58.0,647,4.54,4.47,2.81
30175,0.71,Ideal,F,VS1,62.1,57.0,3066,5.73,5.76,3.57
30176,1.0,Premium,E,VS2,62.7,59.0,6720,6.38,6.31,3.98
30177,0.41,Ideal,E,VVS1,61.1,56.0,1608,4.8,4.82,2.94
30178,0.7,Very Good,G,I1,61.5,63.0,1047,5.73,5.65,3.5
30179,1.07,Ideal,E,SI2,62.5,57.0,6060,6.56,6.5,4.08
30180,0.27,Ideal,E,VVS2,60.5,57.0,620,4.18,4.25,2.55
30181,0.4,Ideal,G,VS1,62.3,57.0,1050,4.73,4.68,2.93
30182,0.83,Premium,D,SI1,62.5,54.0,3556,6.08,6.02,3.78
30183,0.3,Good,I,SI2,63.3,56.0,351,4.26,4.3,2.71
30184,0.51,Ideal,D,SI2,61.9,56.0,1359,5.15,5.1,3.17
30185,0.39,Very Good,I,VVS1,61.3,58.0,805,4.74,4.78,2.92
30186,0.33,Very Good,J,VVS2,62.1,56.0,499,4.44,4.45,2.76
30187,1.64,Very Good,J,SI1,62.6,59.0,7739,7.45,7.51,4.68
30188,0.31,Premium,H,VS1,59.7,58.0,544,4.41,4.43,2.64
30189,0.9,Very Good,D,SI1,62.8,59.0,4466,6.12,6.18,3.86
30190,1.04,Ideal,G,VS2,59.4,58.0,6286,6.63,6.67,3.95
30191,0.32,Very Good,D,SI1,63.5,55.0,756,4.35,4.31,2.75
30192,1.01,Fair,F,VS2,66.1,61.0,4791,6.1,6.04,4.01
30193,1.3,Very Good,J,VS2,63.3,57.0,4106,6.98,6.96,4.41
30194,0.51,Premium,G,VS1,62.1,60.0,1656,5.1,5.11,3.17
30195,0.75,Very Good,J,SI1,63.1,57.0,1958,5.79,5.74,3.64
30196,0.42,Good,F,VVS1,61.2,64.0,1164,4.75,4.8,2.92
30197,0.55,Premium,D,SI1,61.0,58.0,1819,5.29,5.27,3.22
30198,0.75,Ideal,H,SI1,61.9,56.0,3011,5.81,5.85,3.61
30199,0.42,Very Good,D,VVS1,62.8,56.0,1547,4.76,4.8,3.0
30200,2.01,Premium,H,SI2,60.8,59.0,12423,8.08,8.0,4.89
30201,0.71,Ideal,F,VS2,61.5,55.0,3516,5.74,5.77,3.54
30202,0.35,Very Good,E,VS2,61.9,61.0,716,4.5,4.54,2.8
30203,1.01,Ideal,F,VS1,61.3,57.0,7465,6.44,6.47,3.96
30204,1.11,Very Good,G,SI2,63.2,56.0,4848,6.61,6.56,4.16
30205,0.32,Ideal,F,VS1,61.6,57.0,716,4.39,4.42,2.71
30206,0.5,Premium,F,VVS2,62.7,56.0,1987,5.08,5.03,3.17
30207,1.01,Very Good,G,SI1,62.9,61.0,4588,6.36,6.4,4.01
30208,0.35,Ideal,E,SI1,61.6,55.0,744,4.55,4.57,2.81
30209,1.01,Very Good,I,I1,63.1,57.0,2896,6.39,6.35,4.02
30210,1.0,Premium,H,SI2,59.6,62.0,3640,6.52,6.41,3.85
30211,0.3,Very Good,G,VS2,63.0,56.0,526,4.27,4.3,2.7
30212,1.53,Ideal,G,VVS2,61.0,55.0,15365,7.44,7.5,4.56
30213,0.39,Ideal,I,VVS1,62.5,53.1,820,4.68,4.7,2.93
30214,0.3,Premium,H,VVS2,60.8,58.0,776,4.37,4.34,2.65
30215,0.41,Ideal,F,VS2,61.5,56.0,1322,4.79,4.83,2.96
30216,0.33,Very Good,G,SI2,60.0,56.0,460,4.52,4.55,2.73
30217,0.59,Very Good,D,VVS2,60.6,59.0,2933,5.44,5.49,3.31
30218,0.5,Ideal,F,VS2,62.4,56.0,1404,5.1,5.13,3.19
30219,0.7,Ideal,D,VS1,61.5,57.0,4323,5.68,5.71,3.5
30220,0.33,Premium,F,VS2,60.0,60.0,740,4.49,4.45,2.68
30221,1.06,Ideal,H,VS2,61.2,55.0,5277,6.57,6.61,4.03
30222,0.41,Very Good,F,VS2,59.4,60.0,951,4.85,4.89,2.89
30223,0.38,Very Good,G,VS2,59.9,58.0,766,4.72,4.77,2.84
30224,0.54,Ideal,E,SI2,60.4,57.0,1246,5.27,5.33,3.2
30225,0.39,Ideal,F,VS1,61.7,56.1,939,4.65,4.7,2.89
30226,0.32,Premium,I,VVS2,60.7,59.0,720,4.43,4.4,2.68
30227,1.2,Premium,H,VS2,60.6,58.0,6547,6.82,6.88,4.15
30228,0.3,Very Good,G,VS2,61.4,54.0,526,4.31,4.36,2.66
30229,0.45,Ideal,I,VS1,61.9,54.0,825,4.95,4.97,3.07
30230,2.01,Premium,H,SI1,59.6,59.0,17458,8.27,8.19,4.9
30231,0.71,Ideal,D,SI2,62.4,55.0,2480,5.71,5.74,3.57
30232,1.03,Ideal,E,SI1,61.3,57.0,5476,6.48,6.51,3.98
30233,0.53,Ideal,G,VS2,60.9,57.0,1598,5.25,5.26,3.2
30234,0.61,Good,F,VS1,60.0,65.0,2196,5.53,5.47,3.3
30235,0.8,Ideal,G,VS2,62.1,56.0,2728,5.94,6.0,3.71
30236,1.08,Ideal,H,SI2,62.0,57.0,3629,6.65,6.55,4.06
30237,2.02,Very Good,F,SI1,62.8,59.0,15987,7.9,7.98,4.99
30238,0.33,Ideal,G,IF,61.3,57.0,1052,4.46,4.42,2.72
30239,1.1,Premium,D,SI1,60.7,55.0,6468,6.74,6.71,4.08
30240,0.88,Ideal,I,SI1,63.2,56.0,3264,6.04,6.09,3.83
